Client_ID,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Months_on_book,Credit_Limit,Total_Trans_Amt,Avg_Utilization_Ratio
708155733,Existing Customer,53,M,High School,Single,$120K +,44,14734,1289,0.111
788979258,Existing Customer,51,M,Uneducated,Single,$80K - $120K,38,34516,1293,0.044
807986133,Existing Customer,57,M,College,Married,$60K - $80K,52,6584,1353,0.276
788730933,Existing Customer,44,F,Uneducated,Single,Less than $40K,20,2084,1132,0.704
711314058,Existing Customer,49,M,Graduate,Married,$60K - $80K,32,1687,1670,0.656
717975333,Existing Customer,50,M,Doctorate,Married,$80K - $120K,38,25300,837,0.053
715971108,Existing Customer,51,M,Graduate,Single,$120K +,42,34516,1550,0.051
720096558,Existing Customer,55,F,Graduate,Married,Less than $40K,42,2216,1540,0.467
719580033,Existing Customer,54,M,Graduate,Unknown,$60K - $80K,43,2910,1256,0.698
820582308,Existing Customer,42,M,Uneducated,Married,$80K - $120K,37,22913,1394,0.067
789973308,Existing Customer,44,M,College,Single,$60K - $80K,35,24312,1341,0.079
712876233,Existing Customer,53,M,Graduate,Single,$80K - $120K,36,5272,1289,0.287
804595158,Existing Customer,44,F,Graduate,Single,Less than $40K,36,7000,1112,0.36
714826758,Existing Customer,37,F,Uneducated,Single,Less than $40K,29,7038,2339,0.256
779058108,Existing Customer,49,M,Graduate,Divorced,$60K - $80K,30,2536,1468,0.719
710790258,Existing Customer,47,M,Graduate,Married,$80K - $120K,38,28904,1334,0.066
715623483,Existing Customer,47,M,Graduate,Married,$60K - $80K,37,8567,1457,0.198
715156383,Existing Customer,44,M,Unknown,Unknown,$120K +,36,34516,1603,0.044
711013983,Attrited Customer,55,F,Unknown,Married,$40K - $60K,45,2158,615,0
755420433,Existing Customer,59,F,Graduate,Married,Unknown,52,10133,1068,0.14
794543958,Existing Customer,53,M,Graduate,Divorced,$80K - $120K,35,34516,1590,0.035
716396358,Existing Customer,52,M,Graduate,Married,$60K - $80K,47,3085,1531,0.619
715398033,Existing Customer,53,M,High School,Single,$120K +,35,19040,1212,0.108
711743883,Existing Customer,43,F,Uneducated,Single,Less than $40K,35,4026,1237,0
719720058,Existing Customer,44,M,High School,Single,$60K - $80K,31,12756,1413,0.066
778992108,Existing Customer,57,M,Unknown,Married,$120K +,45,5266,1516,0
717539808,Existing Customer,51,F,High School,Single,Less than $40K,36,9930,1276,0
714070758,Existing Customer,49,M,High School,Single,$80K - $120K,38,31302,1564,0.062
714107958,Existing Customer,45,M,Graduate,Single,$40K - $60K,36,6576,1465,0
789140283,Existing Customer,53,M,Graduate,Single,$80K - $120K,42,2664,1286,0.765
715550508,Existing Customer,45,F,Unknown,Married,Unknown,28,2535,1312,0.963
719712633,Existing Customer,64,M,Graduate,Married,Less than $40K,52,1709,1673,0.524
772629333,Existing Customer,45,M,Graduate,Married,$40K - $60K,35,3454,1313,0.347
720336708,Existing Customer,53,M,Doctorate,Married,$40K - $60K,35,3789,1609,0.45
802013583,Existing Customer,56,M,College,Married,$120K +,50,9689,1158,0.232
711887583,Attrited Customer,47,M,Unknown,Married,$80K - $120K,37,5449,836,0.299
714778833,Existing Customer,49,F,College,Single,Unknown,43,23032,1289,0.085
713843283,Existing Customer,41,F,Unknown,Married,Unknown,34,34516,1487,0.059
779155158,Existing Customer,53,M,Graduate,Married,$120K +,34,2940,1259,0.43
721091583,Existing Customer,44,F,Graduate,Single,Less than $40K,32,3031,1298,0.62
713572683,Existing Customer,44,M,High School,Unknown,$60K - $80K,25,1862,1226,0
716657058,Existing Customer,43,F,Post-Graduate,Married,Less than $40K,33,8358,1566,0.111
779509983,Existing Customer,53,M,Post-Graduate,Single,$120K +,36,34516,1022,0.027
717929133,Existing Customer,44,M,Uneducated,Married,$60K - $80K,36,14450,1235,0.169
808284783,Existing Customer,62,F,Unknown,Married,Less than $40K,56,1438.3,1951,0
708476808,Existing Customer,54,M,Unknown,Divorced,$120K +,36,33791,1047,0.058
710916408,Existing Customer,57,M,Graduate,Married,$60K - $80K,39,8466,1342,0.223
708492558,Existing Customer,42,M,Unknown,Married,$60K - $80K,36,15088,1107,0.057
799825758,Existing Customer,42,M,High School,Divorced,$60K - $80K,36,3263,1251,0.513
718619883,Existing Customer,54,F,Uneducated,Married,Less than $40K,36,1494,1305,0.473
711844758,Existing Customer,48,M,Graduate,Single,$80K - $120K,35,13551,1388,0.095
714798783,Existing Customer,49,M,Graduate,Single,$80K - $120K,36,18886,1235,0.047
826762908,Existing Customer,52,M,High School,Unknown,$80K - $120K,48,11976,2089,0.106
771894558,Existing Customer,50,M,High School,Single,$80K - $120K,39,9964,1626,0.156
721074183,Existing Customer,49,M,Doctorate,Married,$60K - $80K,36,24159,1111,0.05
715259583,Existing Customer,53,F,High School,Married,Less than $40K,44,5362,1553,0.355
718414008,Existing Customer,50,M,Graduate,Single,$120K +,36,34516,1064,0.03
719666283,Existing Customer,55,F,Doctorate,Married,Less than $40K,36,3174,1243,0.615
714877233,Existing Customer,53,M,High School,Married,$80K - $120K,47,12262,1659,0.15
785387883,Existing Customer,47,F,High School,Single,$40K - $60K,41,3788,1594,0.407
771075258,Existing Customer,55,M,College,Single,$120K +,42,34516,1268,0.044
711318033,Existing Customer,47,M,Graduate,Single,$60K - $80K,36,2926,1304,0
783554958,Existing Customer,58,M,Graduate,Single,$120K +,52,32090,1368,0
720201033,Attrited Customer,53,M,Graduate,Married,$80K - $120K,41,11669,720,0.191
718039683,Existing Customer,52,M,High School,Single,$40K - $60K,45,13532,1521,0.096
710806083,Existing Customer,50,F,Uneducated,Unknown,Less than $40K,36,11888,1137,0.176
714752208,Existing Customer,42,F,Graduate,Married,Less than $40K,36,2393,978,0.83
822063408,Existing Customer,43,M,Unknown,Married,$40K - $60K,39,6111,1221,0.412
714490308,Existing Customer,57,M,Graduate,Married,$80K - $120K,46,19270,1565,0.086
713356833,Existing Customer,52,M,Graduate,Married,$80K - $120K,43,3710,1578,0.678
711402333,Existing Customer,47,M,Doctorate,Single,Less than $40K,37,3235,1493,0.246
708296883,Existing Customer,44,F,Graduate,Single,$40K - $60K,38,11749,1178,0.067
719154483,Existing Customer,53,M,High School,Divorced,$60K - $80K,36,7753,991,0.271
717721458,Existing Customer,45,M,College,Divorced,$60K - $80K,40,10408,2560,0.114
711112683,Existing Customer,63,F,College,Married,Unknown,36,3967,1657,0.395
715674483,Existing Customer,39,F,Post-Graduate,Single,Less than $40K,27,6205,1204,0.406
789322833,Attrited Customer,48,F,High School,Married,Less than $40K,38,8025,673,0
789968058,Existing Customer,51,M,Unknown,Single,$120K +,42,9036,1131,0.258
709919283,Existing Customer,54,M,Graduate,Married,$80K - $120K,34,14926,1576,0.169
718744008,Existing Customer,59,F,Graduate,Single,Less than $40K,36,6335,1217,0.178
767712558,Attrited Customer,59,M,College,Single,$60K - $80K,53,14979,530,0
712950783,Attrited Customer,48,F,Uneducated,Married,Less than $40K,38,2732,739,0
716104983,Existing Customer,41,F,Graduate,Single,Less than $40K,32,2250,1617,0.941
818839983,Existing Customer,55,M,Graduate,Married,$120K +,50,10916,1592,0.141
772288758,Existing Customer,47,F,Graduate,Married,Unknown,36,5349,1343,0.23
712350858,Existing Customer,41,M,High School,Married,$80K - $120K,24,9366,1303,0.118
711009708,Existing Customer,40,M,High School,Single,$80K - $120K,28,21617,1351,0
712720158,Existing Customer,68,M,Graduate,Married,Unknown,56,13860,1910,0.119
712215258,Existing Customer,50,F,Graduate,Single,$40K - $60K,31,18386,1298,0
773827008,Existing Customer,47,M,Uneducated,Single,$60K - $80K,41,2405,1087,0.64
795232683,Existing Customer,53,F,College,Married,Less than $40K,47,2154,1439,0.432
713786508,Existing Customer,42,F,Unknown,Married,$40K - $60K,36,2038,1238,0
713539833,Existing Customer,48,F,High School,Single,$40K - $60K,38,8135,1716,0
712454058,Existing Customer,49,M,Doctorate,Married,$120K +,38,9364,1099,0.066
718759833,Existing Customer,44,F,Uneducated,Married,Unknown,35,32643,1058,0
718803333,Existing Customer,43,F,Graduate,Divorced,Less than $40K,34,3195,1285,0.612
720253908,Existing Customer,56,M,High School,Married,$80K - $120K,43,2852,1651,0.359
714133158,Existing Customer,59,F,College,Single,Unknown,36,4224,1152,0.309
713187033,Existing Customer,46,M,Uneducated,Married,$60K - $80K,36,20459,1767,0.101
714791208,Existing Customer,47,F,Unknown,Divorced,Less than $40K,41,3482,1039,0.607
772426383,Existing Customer,50,F,Uneducated,Married,$40K - $60K,40,3065,1130,0.512
710975883,Existing Customer,51,F,Uneducated,Married,Less than $40K,43,2185,1645,0.806
714264408,Existing Customer,47,F,Uneducated,Married,Less than $40K,36,1611,1413,0.463
715827858,Existing Customer,58,F,Uneducated,Married,Less than $40K,47,2822,1218,0.77
713741358,Attrited Customer,46,M,Graduate,Single,$80K - $120K,33,32975,597,0.076
709531908,Existing Customer,53,M,High School,Married,$60K - $80K,47,1438.3,2184,0
716493408,Existing Customer,45,F,Uneducated,Divorced,Unknown,36,15875,1592,0.108
714141108,Existing Customer,52,F,High School,Married,Less than $40K,45,6703,1388,0.133
708953883,Attrited Customer,53,M,Unknown,Married,$80K - $120K,36,3212,757,0
712608783,Existing Customer,50,M,High School,Married,$80K - $120K,45,34516,1504,0.037
820353558,Existing Customer,41,F,High School,Married,$40K - $60K,36,9797,1503,0.146
714964758,Existing Customer,45,F,Graduate,Divorced,$40K - $60K,36,10400,1105,0.171
716264358,Existing Customer,53,M,Uneducated,Married,$80K - $120K,42,26792,2398,0.069
717296808,Existing Customer,67,F,Graduate,Married,Less than $40K,56,3006,1661,0.837
712977183,Existing Customer,57,F,Uneducated,Single,$40K - $60K,36,19482,1421,0.055
710829108,Existing Customer,59,F,Uneducated,Married,$40K - $60K,36,3356,999,0.294
779562633,Existing Customer,45,M,Uneducated,Married,$40K - $60K,34,5771,1387,0.39
715315833,Existing Customer,51,M,Graduate,Married,$80K - $120K,36,11106,1243,0.19
815500983,Existing Customer,59,F,Uneducated,Married,Less than $40K,54,2890,1860,0.692
719360583,Existing Customer,53,M,Graduate,Married,$60K - $80K,45,3380,1502,0.503
709701558,Existing Customer,47,M,Graduate,Married,$60K - $80K,36,21331,1460,0.059
721148358,Existing Customer,49,F,Uneducated,Single,Unknown,38,12860,1348,0
779862408,Existing Customer,49,M,Post-Graduate,Single,$80K - $120K,33,6278,1087,0.074
812627208,Existing Customer,60,F,College,Single,Less than $40K,55,1438.3,1226,0.513
711033408,Existing Customer,50,F,High School,Married,Less than $40K,36,9355,1230,0.174
779956608,Existing Customer,41,F,Post-Graduate,Married,Unknown,31,20758,1555,0
780376683,Existing Customer,57,M,Graduate,Married,$80K - $120K,47,14612,1827,0.135
717912483,Existing Customer,43,M,Graduate,Unknown,$80K - $120K,27,27259,1376,0
714454758,Existing Customer,57,F,Graduate,Married,Less than $40K,47,6347,1771,0.251
780466533,Existing Customer,54,M,Doctorate,Married,$120K +,41,21592,1873,0.078
715735233,Existing Customer,51,F,Post-Graduate,Married,Less than $40K,44,3449,1679,0.463
720476733,Existing Customer,47,F,High School,Married,Less than $40K,34,6028,1002,0.133
715872333,Existing Customer,41,M,High School,Unknown,$120K +,36,18214,1344,0.11
712375758,Existing Customer,53,M,Uneducated,Married,$80K - $120K,43,16393,1461,0.087
708868233,Attrited Customer,68,M,High School,Married,Less than $40K,52,1438.3,760,0.626
718030083,Existing Customer,59,M,College,Married,$60K - $80K,36,7871,1428,0.214
720707283,Existing Customer,48,M,Unknown,Married,$80K - $120K,36,5288,1777,0.164
771698658,Existing Customer,44,M,Graduate,Married,$60K - $80K,32,11376,1302,0.176
748326258,Existing Customer,48,M,College,Married,$80K - $120K,41,12302,1483,0.133
770817783,Existing Customer,47,M,Graduate,Married,$60K - $80K,33,34516,1060,0.049
779353083,Existing Customer,47,M,Graduate,Married,$60K - $80K,32,34516,1330,0.043
711441333,Existing Customer,43,F,High School,Divorced,Less than $40K,35,10514,1229,0.15
719808558,Attrited Customer,55,F,Graduate,Married,Less than $40K,43,1438.3,886,0
711551958,Attrited Customer,59,M,Post-Graduate,Married,$60K - $80K,46,1438.3,844,0
809164083,Existing Customer,63,M,Graduate,Married,$40K - $60K,56,2619,1450,0.679
820596183,Existing Customer,58,M,College,Married,$120K +,53,24407,2311,0.098
715999608,Existing Customer,53,F,High School,Married,Less than $40K,36,2377,1378,0.694
710565408,Existing Customer,59,M,Unknown,Unknown,$80K - $120K,40,34516,1033,0.039
805543158,Existing Customer,52,M,Graduate,Married,$120K +,47,11086,1523,0.199
709752183,Existing Customer,48,M,High School,Single,$60K - $80K,36,11432,1374,0.22
716479233,Existing Customer,43,M,High School,Married,$40K - $60K,36,13258,1080,0.13
713837058,Existing Customer,48,M,College,Single,Less than $40K,36,2571,1234,0.76
718876683,Existing Customer,43,F,Graduate,Single,Less than $40K,31,5781,1600,0.202
770746908,Existing Customer,44,M,Unknown,Married,$60K - $80K,30,7872,1155,0.319
794843883,Existing Customer,41,M,High School,Married,$80K - $120K,35,34516,1353,0.035
803043933,Existing Customer,44,F,Uneducated,Divorced,Less than $40K,38,11127,1546,0.165
758076408,Existing Customer,50,M,Unknown,Single,$40K - $60K,43,1857,1590,0.863
714606558,Existing Customer,60,F,Uneducated,Married,Less than $40K,36,1913,1448,0.665
778425408,Existing Customer,44,M,Graduate,Single,$80K - $120K,24,3839,1271,0.598
714171108,Existing Customer,48,F,Graduate,Divorced,$40K - $60K,39,2115,1223,0.539
719662458,Existing Customer,44,F,Graduate,Divorced,Less than $40K,27,1438.3,1117,0.472
713137233,Existing Customer,41,M,High School,Single,$80K - $120K,28,27756,994,0.064
769425858,Existing Customer,45,M,College,Single,$60K - $80K,32,1438.3,1468,0
711297483,Existing Customer,47,F,Uneducated,Divorced,Less than $40K,34,13878,1658,0.16
788900883,Existing Customer,51,F,Graduate,Married,Less than $40K,36,3106,1368,0.42
758348808,Existing Customer,51,M,Graduate,Married,$120K +,44,34516,1218,0.048
772336458,Attrited Customer,60,F,Uneducated,Married,$40K - $60K,50,1438.3,702,0.713
708711483,Existing Customer,57,M,Unknown,Married,$80K - $120K,46,18871,1516,0.092
717906783,Existing Customer,41,M,Graduate,Single,$120K +,29,5207,1310,0.336
719437908,Existing Customer,44,M,Post-Graduate,Divorced,$80K - $120K,36,17965,1767,0.092
769433508,Existing Customer,43,M,College,Single,$60K - $80K,37,2733,933,0.666
790096533,Existing Customer,55,M,College,Married,$60K - $80K,48,8863,1512,0.147
720997383,Attrited Customer,52,M,Uneducated,Married,$80K - $120K,36,1857,829,0.987
787541883,Existing Customer,44,M,Graduate,Unknown,$80K - $120K,33,34516,1120,0
709930758,Existing Customer,41,M,Uneducated,Married,$40K - $60K,30,11107,1506,0.11
789830058,Existing Customer,44,M,Unknown,Single,$80K - $120K,34,21573,1384,0.073
710299608,Attrited Customer,53,F,Unknown,Married,Less than $40K,33,2859,817,0.88
710741208,Existing Customer,39,M,High School,Single,$80K - $120K,36,5269,2094,0.28
821797008,Attrited Customer,49,M,College,Married,$40K - $60K,45,1438.3,815,0
708874533,Attrited Customer,45,F,College,Married,Less than $40K,36,3387,510,0
715341858,Existing Customer,54,M,Graduate,Married,$80K - $120K,46,1982,1377,0.65
793636308,Existing Customer,49,M,Uneducated,Single,$80K - $120K,43,4645,1193,0.355
713779908,Existing Customer,46,F,Doctorate,Single,Unknown,36,2189,1287,0.761
712125258,Attrited Customer,46,M,High School,Married,$120K +,30,2442,701,0
709703433,Existing Customer,47,M,Graduate,Married,$60K - $80K,38,21304,1770,0.072
721022433,Existing Customer,44,M,Doctorate,Single,$60K - $80K,36,7577,1409,0.327
710103558,Existing Customer,50,M,Post-Graduate,Single,$120K +,31,3234,1354,0.459
715952883,Existing Customer,73,M,High School,Married,$40K - $60K,36,4469,1765,0.252
719731458,Existing Customer,56,M,Unknown,Unknown,$40K - $60K,46,2910,1192,0.244
772390908,Attrited Customer,59,M,High School,Single,$40K - $60K,48,3616,687,0.291
787348608,Existing Customer,70,M,High School,Married,Less than $40K,56,3252,1227,0.46
709485033,Existing Customer,55,F,High School,Married,Less than $40K,36,2358,1737,0.489
715432608,Existing Customer,43,M,Unknown,Single,$60K - $80K,36,22322,1348,0.043
799471833,Existing Customer,45,M,Uneducated,Single,$120K +,39,3133,1435,0.482
714187533,Existing Customer,45,F,Uneducated,Single,$40K - $60K,35,3540,1321,0.24
779656908,Existing Customer,40,M,Graduate,Married,$40K - $60K,23,6990,1479,0.197
788950158,Existing Customer,36,M,College,Unknown,$80K - $120K,22,34516,1283,0.048
778867533,Attrited Customer,59,F,Post-Graduate,Married,$40K - $60K,40,1438.3,689,0
710620383,Existing Customer,43,M,Unknown,Married,$60K - $80K,35,24396,965,0.048
778661358,Existing Customer,46,F,Unknown,Married,Less than $40K,36,2474,1541,0.866
789483333,Existing Customer,41,M,Uneducated,Married,$40K - $60K,32,5214,1258,0.152
809855808,Existing Customer,51,F,Graduate,Married,Less than $40K,46,5207,1339,0.317
718464258,Existing Customer,51,F,Unknown,Unknown,Less than $40K,25,9512,1007,0.114
708528483,Existing Customer,43,F,Graduate,Divorced,Unknown,23,3187,1387,0.762
771809733,Attrited Customer,64,F,High School,Married,$40K - $60K,53,3353,960,0
719942883,Existing Customer,54,M,Graduate,Married,$60K - $80K,38,2290,1119,0.626
807226683,Existing Customer,48,M,Unknown,Single,$40K - $60K,43,5279,1642,0.211
717806133,Existing Customer,40,M,Uneducated,Divorced,$60K - $80K,29,23603,1382,0
720615708,Existing Customer,57,M,Uneducated,Married,$40K - $60K,45,2601,1232,0
714511758,Existing Customer,45,M,Graduate,Single,$80K - $120K,40,6363,1542,0.162
715050408,Existing Customer,41,M,High School,Single,$80K - $120K,36,8029,1094,0.196
721132233,Existing Customer,42,F,Uneducated,Married,Less than $40K,31,2410,1217,0.734
719211558,Attrited Customer,45,M,Graduate,Single,$60K - $80K,36,3401,744,0
712069008,Existing Customer,42,F,Uneducated,Married,Less than $40K,23,2260,1614,0.446
715996983,Existing Customer,47,M,Uneducated,Divorced,$80K - $120K,30,17682,1747,0.14
773466258,Existing Customer,48,F,High School,Married,$40K - $60K,42,4206,1144,0.262
798983508,Existing Customer,43,M,Graduate,Single,$80K - $120K,37,34516,1575,0.042
719117433,Existing Customer,41,M,High School,Unknown,$80K - $120K,36,23018,1463,0.094
716451183,Existing Customer,54,F,Uneducated,Married,$40K - $60K,44,5556,1706,0.308
718621608,Attrited Customer,54,F,High School,Married,Unknown,44,6094,909,0
715085733,Existing Customer,61,M,Graduate,Married,$40K - $60K,52,2939,2434,0.68
788977833,Existing Customer,61,M,Uneducated,Married,$80K - $120K,48,5362,1876,0.238
720272958,Attrited Customer,48,M,High School,Married,$120K +,36,27126,1000,0
708421833,Existing Customer,45,F,Graduate,Single,Less than $40K,36,3342,1139,0.753
709173108,Attrited Customer,54,F,Graduate,Married,Unknown,40,2532,799,0.877
709879458,Existing Customer,54,F,Doctorate,Married,Unknown,46,1900,1881,0.724
715120608,Existing Customer,44,M,Graduate,Single,$60K - $80K,37,14546,1273,0.117
770632758,Existing Customer,50,F,Doctorate,Single,Unknown,36,2521,1328,0.638
779078733,Existing Customer,55,M,Doctorate,Married,$60K - $80K,36,16427,1579,0.102
771742533,Existing Customer,48,M,Graduate,Unknown,$40K - $60K,36,13068,937,0.131
720250158,Existing Customer,45,M,College,Single,$60K - $80K,33,23218,1749,0.078
716458983,Existing Customer,60,M,High School,Married,$40K - $60K,36,3281,1424,0.255
713747733,Existing Customer,55,M,High School,Married,$40K - $60K,47,3096,2011,0.716
712270158,Existing Customer,62,F,High School,Married,$40K - $60K,52,2052,1208,0.609
789562383,Existing Customer,38,F,High School,Unknown,Less than $40K,30,1438.3,1259,0.405
754897008,Existing Customer,46,M,High School,Single,$40K - $60K,39,9432,1319,0.15
819700533,Existing Customer,50,M,High School,Single,$120K +,45,14938,949,0.154
712890408,Existing Customer,45,M,Uneducated,Married,$60K - $80K,36,2221,1338,0.605
720248208,Existing Customer,47,M,Post-Graduate,Divorced,$60K - $80K,37,5731,1554,0.275
779749908,Existing Customer,48,M,College,Married,$60K - $80K,33,34516,1350,0.06
717401883,Existing Customer,35,M,Uneducated,Married,$60K - $80K,22,6985,1694,0.162
721509558,Existing Customer,51,M,Graduate,Married,$120K +,42,24221,1678,0.07
710572458,Existing Customer,36,F,High School,Married,Unknown,24,15439,2069,0
714576183,Existing Customer,47,M,Graduate,Single,$80K - $120K,36,21637,1222,0.094
721425558,Existing Customer,52,M,Graduate,Single,$120K +,37,14543,1536,0
711109908,Existing Customer,43,F,Uneducated,Married,Less than $40K,36,9684,1400,0.256
715203108,Existing Customer,63,M,High School,Married,$40K - $60K,36,5007,1050,0.186
710027508,Existing Customer,61,M,Graduate,Married,$60K - $80K,54,1616,1389,0.648
787464408,Existing Customer,53,M,Uneducated,Single,$60K - $80K,40,19116,1184,0
783542133,Existing Customer,53,F,Graduate,Married,Less than $40K,47,2759,2093,0.806
708330858,Attrited Customer,57,M,Graduate,Married,$120K +,38,8249,678,0.167
714426783,Existing Customer,38,F,Graduate,Single,Unknown,31,14041,1467,0.153
712701333,Existing Customer,53,M,High School,Married,$60K - $80K,43,5264,1219,0.412
709494483,Existing Customer,63,F,Unknown,Married,Less than $40K,54,2420,1730,0.79
773373108,Existing Customer,49,F,High School,Married,Less than $40K,43,2826,1025,0.732
715812258,Existing Customer,45,M,High School,Married,$80K - $120K,34,12518,1165,0.123
778286433,Existing Customer,67,M,Graduate,Married,$40K - $60K,56,5876,2133,0.221
789270033,Existing Customer,48,M,Graduate,Single,$80K - $120K,37,34516,1122,0
711569433,Existing Customer,51,F,Uneducated,Divorced,Less than $40K,38,9648,1083,0.2
720214833,Existing Customer,52,M,High School,Single,$80K - $120K,40,34516,1234,0.063
709346133,Existing Customer,55,F,Uneducated,Married,Unknown,35,3025,1277,0.785
788194458,Existing Customer,34,M,High School,Married,$60K - $80K,26,3265,1843,0.771
720779733,Existing Customer,56,M,Uneducated,Married,$120K +,36,6041,1747,0.224
717424458,Existing Customer,44,F,Post-Graduate,Married,Less than $40K,36,2293,1166,0.795
708820308,Existing Customer,47,M,Post-Graduate,Unknown,$80K - $120K,36,13399,1326,0.187
710558058,Existing Customer,46,F,Unknown,Married,Less than $40K,38,4317,1619,0.583
